PetType_1,PetType_2,Breed_1,Breed_2,Breed_3,AgeMonths,Color_1,Color_2,Color_3,Size_1,Size_2,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,AdoptionLikelihood
1,0,0,1,0,83,0,0,0,1,0,11.18999003598515,0,0,15,241,0,0
0,0,0,0,0,27,0,0,0,0,0,29.948451067662468,0,0,28,490,1,0
0,1,0,0,1,80,0,0,1,0,1,26.77643284041742,1,0,4,152,1,1
0,0,0,0,0,134,1,0,0,1,0,2.40140785680651,0,1,36,195,0,0
0,1,0,0,1,13,1,0,0,0,0,17.33441947094482,1,1,65,497,0,0
0,0,0,0,0,64,0,1,0,0,1,19.786846839908634,1,0,47,434,0,0
1,1,1,0,0,147,0,1,1,0,0,7.076504094553645,1,0,81,268,0,1
1,1,1,0,0,80,1,0,0,0,1,5.208061628497057,1,0,39,483,1,1
1,0,0,1,1,123,0,0,0,0,1,27.227052905300177,1,0,38,446,0,0
1,1,1,0,0,43,0,1,1,0,0,29.095676803017923,1,0,44,383,0,0
1,1,1,0,1,89,0,1,1,0,0,29.764892862269612,1,0,51,169,0,1
0,0,0,0,0,148,0,0,1,0,1,23.9030914383044,1,0,85,437,0,0
0,0,0,0,0,95,1,0,0,1,0,20.24156001275246,1,0,26,356,0,1
1,0,1,1,0,172,0,0,1,0,0,11.02617731359694,1,1,36,322,0,1
0,0,0,0,0,151,1,0,0,0,1,5.970551057417821,1,0,69,335,0,1
1,1,1,0,1,2,0,1,0,0,1,3.2904373816207193,1,0,1,473,1,1
1,0,0,1,0,120,0,0,1,1,0,21.105626587993267,1,0,53,231,1,1
1,0,0,1,1,22,0,0,1,1,0,23.75697904020139,1,0,6,183,1,1
0,0,0,0,0,115,0,0,0,1,0,24.967155921194422,1,0,37,358,1,1
0,0,0,0,0,57,0,0,1,0,0,27.49918509581016,1,0,2,274,0,0
0,1,0,0,1,72,1,0,0,0,1,26.517957345512833,0,0,69,429,1,1
0,1,0,0,1,7,0,0,0,0,1,29.992496895484685,1,1,41,398,0,0
1,1,1,0,0,119,0,0,1,0,1,8.077856318050287,1,0,51,31,0,0
0,1,0,0,1,114,0,0,1,1,0,23.135920841154107,1,1,47,176,1,0
1,1,1,0,1,16,0,1,0,0,1,18.00732585886913,0,0,13,404,0,1
1,1,1,0,1,83,0,0,1,0,0,8.57610884115389,1,0,76,64,1,0
0,0,0,0,0,179,0,1,1,1,0,29.475254346321343,1,0,69,197,0,1
1,0,1,1,0,72,0,0,0,1,0,27.039045038453313,1,0,66,26,1,1
0,1,0,0,1,124,0,1,1,1,0,4.7269543848793765,1,1,59,150,0,0
0,1,0,0,1,113,0,0,0,1,0,1.7585919273791757,1,0,68,302,0,0
1,0,0,1,1,12,0,1,0,0,0,20.96159210764763,1,0,59,478,0,0
0,1,0,0,1,126,0,0,1,0,1,18.519788236839517,1,0,10,267,1,0
